header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of garage,Insulation.2,Type of parking facilities,error
Kerkstraat 21 23A2,9751 BB Haren (GR)        ,https://www.funda.nl/en/koop/haren-gr/appartement-41277946-kerkstraat-21-23a2/?navigateSource=resultlist,20220129_003640,"€ 645,000 vrij op naam","€ 5,331    The asking price per m² (€ 645,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 598,000 vrij op naam",6+ months,Under option,Available in consultation,Apartment with shared street entrance,New property,2021,Flat roof covered with asphalt roofing,Living area121 m²External storage space8 m²,121 m²,8 m²,389 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,4 stories,1st floor,Mechanical ventilation,Not available,Completely insulated,Heat pump,Central facility,In center,Back garden,"131 m² (5,6 meter deep and 14,6 meter broad)",Located at the south,Detached brick storage,Electricity,No insulation,Underground parking,No insulation,Parking garage,no
