header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Zwaluwenburg 61,3328 CR Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-88012965-zwaluwenburg-61/?navigateSource=resultlist,20220129_041117,"€ 349,000 kosten koper","€ 3,173    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1977,Gable roof covered with roof tiles,Living area110 m²Other space inside the building2 m²External storage space7 m²,110 m²,2 m²,7 m²,140 m²,392 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2009, in ownership)",140 m²,Full ownership,In residential district,Back garden and front garden,50 m² (10 meter deep and 5 meter broad),Located at the east accessible via the rear,Detached wooden storage,Carport,Parking on private property,no
