header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Blauwkapelseweg 1,3572 KA Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42672536-blauwkapelseweg-1/?navigateSource=resultlist,20220131_152548,"€ 339,000 kosten koper","€ 6,519    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1904,Living area52 m²,52 m²,211 m³,3 rooms (2 bedrooms),1 bathroom,"Bath, shower and toilet",2 stories,Ground floor,G        What does this mean?,Partly double glazed,CH boiler,CH boiler,In ownership,Full ownership,In center and in residential district,Back garden,"25 m² (0,06 meter deep and 0,05 meter broad)",Located at the southeast,Paid parking and resident's parking permits,No,No,No,No,No,No,no
