header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Castricumplein 12,2547 HZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88024890-castricumplein-12/?navigateSource=resultlist,20220131_200940,"€ 215,000 kosten koper","€ 2,756    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (78 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Under offer,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1969,Living area78 m²Exterior space attached to the building4 m²,78 m²,4 m²,241 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,E        What does this mean?,Communal central heating,Gas water heater (rental),Full ownership,Balcony present,Built-in,No,No,No,No,No,No,no
