header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Martensbongerd 11,6836 EG Arnhem        ,https://www.funda.nl/en/koop/arnhem/huis-88988454-martensbongerd-11/?navigateSource=resultlist,20220128_004315,"€ 285,000 kosten koper","€ 2,714    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1990,Gable roof covered with roof tiles,Living area105 m²External storage space6 m²,105 m²,6 m²,130 m²,355 m³,5 rooms (4 bedrooms),2 stories and a attic,"Skylight, mechanical ventilation, rolldown shutters, sliding door and TV via cable",D            1.62What does this mean?,CH boiler,CH boiler,"Intergas HR (gas-fired combination boiler, to rent)",130 m²,Full ownership,In residential district,Back garden and front garden,"54 m² (10 meter deep and 5,4 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Electricity,Public parking,no
