header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van Loostraat 78,2582 XG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42518011-van-loostraat-78/?navigateSource=resultlist,20220131_192619,"€ 335,000 kosten koper","€ 5,234    The asking price per m² (€ 335,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 108.75 per month,Upstairs apartment (apartment),Resale property,1910,Protected townscape or village view (permit needed for alterations),Flat roof covered with asphalt roofing,Living area64 m²,64 m²,240 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,C        What does this mean?,CH boiler,CH boiler,"Intergas hre ( combination boiler from 2017, in ownership)",Full ownership,"Alongside a quiet road, sheltered location and in residential district","Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 108.75 per month),Yes,No,Yes,no
