header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Location,Garden,Shed / storage,Type of parking facilities,error
Provincialeweg nummer 19 (type A),1506 MG Zaandam        ,https://www.funda.nl/en/koop/zaandam/appartement-41314124-provincialeweg-nummer-19-type-a/?navigateSource=resultlist,20220129_092241,"€ 375,000 vrij op naam","€ 5,282    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Woningborg garantiecertificaat,Living area71 m²External storage space5 m²,71 m²,5 m²,225 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Mechanical ventilation and passive ventilation system,A        What does this mean?,Completely insulated,In center,Back garden,Storage box,Parking on private property,no
