header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,CH boiler,Area,Garden,Back garden,Garden location,error
Holterberg 15,2716 EZ Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-88910749-holterberg-15/?navigateSource=resultlist,20220130_155613,"€ 395,000 kosten koper","€ 3,591    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1972,Living area110 m²External storage space21 m²,110 m²,21 m²,160 m²,411 m³,5 rooms (4 bedrooms),3 stories,D        What does this mean?,Double glazing,CH boiler,"Remeha (gas-fired combination boiler from 2012, in ownership)",160 m²,Back garden and front garden,"76 m² (15,17 meter deep and 5,01 meter broad)",Located at the northwest accessible via the rear,no
