header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hontenissestraat 170,3086 KJ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88028487-hontenissestraat-170/?navigateSource=resultlist,20220126_005649,"€ 175,000 kosten koper","€ 3,365    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 177.00 per month,Galleried apartment (apartment),Resale property,1958,Living area52 m²Exterior space attached to the building8 m²External storage space7 m²,52 m²,8 m²,7 m²,177 m³,3 rooms (2 bedrooms),4 stories,4th floor,F        What does this mean?,CH boiler,CH boiler,2018,Full ownership,In residential district and unobstructed surrounding view,Balcony present,Built-in,No,No,No,No,No,No,no
