header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
A4 (Bouwnr. 58),1823 CJ Alkmaar        ,https://www.funda.nl/en/koop/alkmaar/appartement-41120611-a4-bouwnr-58/?navigateSource=resultlist,20220129_180336,"€ 420,000 vrij op naam","€ 3,818    The asking price per m² (€ 420,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area110 m²Exterior space attached to the building8 m²External storage space5 m²,110 m²,8 m²,5 m²,309 m³,3 rooms (2 bedrooms),1 story,"Optical fibre, elevator, mechanical ventilation and TV via cable",A        What does this mean?,"Roof insulation, energy efficient window and completely insulated","District heating, complete floor heating and heat recovery unit",District heating,Alongside water and in center,Storage box,"Paid parking, parking on gated property and parking garage",no
