header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Frederik Hendriklaan 108,5212 BH Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42654300-frederik-hendriklaan-108/?navigateSource=resultlist,20220128_044103,"€ 525,000 kosten koper","€ 4,688    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1954,Renovation project,Hip roof covered with roof tiles,Living area112 m²External storage space4 m²,112 m²,4 m²,149 m²,386 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath,3 stories,Skylight and flue,E        What does this mean?,Gas heaters,Gas water heater,149 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,60 m² (12 meter deep and 5 meter broad),Located at the north accessible via the rear,Detached brick storage,Electricity,Resident's parking permits,no
