header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Garden,error
Schagchelstraat 34,2011 HZ Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42547977-schagchelstraat-34/?navigateSource=resultlist,20220129_183242,"€ 649,000 kosten koper","€ 5,408    The asking price per m² (€ 649,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available immediately,"Single-family home, row house",Resale property,Before 1906,Living area120 m²Exterior space attached to the building16 m²,120 m²,16 m²,48 m²,310 m³,3 rooms (2 bedrooms),3 stories,F        What does this mean?,48 m²,Full ownership,Sun terrace,no
