header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of property,Plot size,Acceptance,Status,error
Kempstraat 20 ong,6116 AT Roosteren        ,https://www.funda.nl/en/koop/roosteren/bouwgrond-87794329-kempstraat-20-ong/?navigateSource=resultlist,20220129_104410,"€ 95,000 kosten koper",6+ months,Building plot,"1,265 m²",Available in consultation,Available,no
