header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Type of parking facilities,error
Jacob Marisstraat 59,1701 KP Heerhugowaard        ,https://www.funda.nl/en/koop/heerhugowaard/huis-88973712-jacob-marisstraat-59/?navigateSource=resultlist,20220129_010932,"€ 275,000 kosten koper","€ 2,037    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 300,000 kosten koper",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1967,Living area135 m²External storage space8 m²,135 m²,8 m²,185 m²,425 m³,5 rooms (4 bedrooms),4 stories,C        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",185 m²,Full ownership,Back garden and front garden,Storage box,Public parking,no
