header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of other property,Building type,Area,error
Bickerswerf 2 a,1013 KX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/object-40312309-bickerswerf-2-a/?navigateSource=resultlist,20220130_210730,"€ 1,695,000 vrij op naam",6+ months,Available,Available in consultation,Berth,Resale property,Part of parcel,no
