header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jonker Fransstraat 43 C,3031 AM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88043153-jonker-fransstraat-43-c/?navigateSource=resultlist,20220125_210344,"€ 324,500 kosten koper","€ 5,408    The asking price per m² (€ 324,500) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 65.00 per month,Residential property with shared street entrance (apartment),Resale property,1955,Living area60 m²Exterior space attached to the building6 m²External storage space8 m²,60 m²,6 m²,8 m²,214 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,"2016, in ownership",Full ownership,"In center, in residential district and unobstructed surrounding view",Balcony present,Built-in,Yes,Yes,Yes (€ 65.00 per month),Yes,Yes,Yes,no
