header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Van der Marckstraat 4 bis,3554 XK Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42554854-van-der-marckstraat-4-bis/?navigateSource=resultlist,20220131_163015,"€ 349,000 kosten koper","€ 3,793    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,1931,Flat roof covered with asphalt roofing,Living area92 m²,92 m²,319 m³,5 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,2nd floor,Passive ventilation system,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2000, in ownership)",Full ownership,Alongside a quiet road and in residential district,Balcony present,Public parking,Yes,No,No,No,No,No,no
