header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rijnstraat 15 I,1078 PV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42680730-rijnstraat-15-i/?navigateSource=resultlist,20220129_175739,"€ 485,000 kosten koper","€ 5,988    The asking price per m² (€ 485,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1922,Living area81 m²Exterior space attached to the building4 m²,81 m²,4 m²,261 m³,4 rooms (2 bedrooms),1 bathroom,Shower and toilet,1 story,2nd floor,C        What does this mean?,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",Municipal long-term lease,Paid until 15-10-2046,In residential district,Balcony present,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
