header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of garage,Capacity,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Albert van Dalsumlaan 165,3584 HC Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42663418-albert-van-dalsumlaan-165/?navigateSource=resultlist,20220131_161203,"€ 400,000 kosten koper","€ 4,878    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 154 per month,3 weeks,Available,Available in consultation,Maisonnette (apartment),Resale property,1979,Living area82 m²Other space inside the building1 m²Exterior space attached to the building10 m²External storage space15 m²,82 m²,1 m²,10 m²,15 m²,273 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,4 stories,3rd floor,B        What does this mean?,District heating,Central facility,See deed,In residential district and unobstructed surrounding view,Balcony present,Attached brick garage,1 car,Yes,Yes,Yes,Yes,Yes,Yes,no
