header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Shed / storage,Type of garage,Capacity,Facilities,Type of parking facilities,error
Herikkruid 12,1441 XH Purmerend        ,https://www.funda.nl/en/koop/purmerend/huis-87505061-herikkruid-12/?navigateSource=resultlist,20220127_223914,"€ 915,000 kosten koper","€ 4,067    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 915,000) is calculated by dividing the asking price of the home by the living area (225 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","€ 895,000 kosten koper",6+ months,Available,Available in consultation,"Villa, detached residential property",Resale property,1971-1980,Gable roof covered with roof tiles,Living area225 m²Other space inside the building5 m²Exterior space attached to the building318 m²External storage space21 m²,225 m²,5 m²,318 m²,21 m²,508 m²,930 m³,5 rooms (4 bedrooms),2 stories,B        What does this mean?,508 m²,Full ownership,"Back garden, surrounded by garden, front garden and side garden",Detached wooden storage,Built-in and parking place,1 car,"Electrical door, loft, electricity and running water","Parking on private property, public parking and parking garage",no
