header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jacob van Campenstraat 2 D,3555 CV Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42540386-jacob-van-campenstraat-2-d/?navigateSource=resultlist,20220131_154424,"€ 225,000 kosten koper","€ 5,233    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (43 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 73.51 per month,Ground-floor apartment (apartment),Resale property,2011,Living area43 m²,43 m²,140 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,Ground floor,Mechanical ventilation,A        What does this mean?,Completely insulated,CH boiler,CH boiler,2011,Full ownership,In residential district and unobstructed surrounding view,Public parking,Yes,Yes,No,Yes,Yes,Yes,no
