header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Hot water,Ownership situation,Fees,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Grote Beer 970,3067 MB Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88974529-grote-beer-970/?navigateSource=resultlist,20220126_010145,"€ 195,000 kosten koper","€ 4,333    The asking price per m² (€ 195,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 85 per month,2 months,Available,Available in consultation,€ 85.00 per month,Upstairs apartment (apartment),Resale property,1985,Living area45 m²External storage space4 m²,45 m²,4 m²,135 m³,2 rooms (1 bedroom),1 story,1st floor,C        What does this mean?,District heating,Long-term lease,Paid until 22-07-2069,Alongside a quiet road,Yes,Yes,Yes (€ 85.00 per month),Yes,Yes,Yes,no
