header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Heintje Hoekssteeg 5 P,1012 GR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42677227-heintje-hoekssteeg-5-p/?navigateSource=resultlist,20220130_193150,"€ 500,000 kosten koper","€ 6,757    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 232 per month,2 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1905,Monumental building,Living area74 m²Other space inside the building1 m²External storage space4 m²,74 m²,1 m²,4 m²,257 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,1 story,3rd floor,Mechanical ventilation,D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,Remeha Avanta (2012),Full ownership,Alongside a quiet road and in center,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
