header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Facilities.1,Type of garage,error
F (Bouwnr. 6),2264 SG Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-42551800-f-bouwnr-6/?navigateSource=resultlist,20220130_150639,"€ 446,000 vrij op naam","€ 5,068    The asking price per m² (€ 446,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Upstairs apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area88 m²,88 m²,236 m³,3 rooms (2 bedrooms),11 stories,1st floor,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,Heat pump,Geothermal heating,"Alongside park, alongside water, in residential district and unobstructed surrounding view",Sun terrace,"20 m² (6,58 meter deep and 3 meter broad)",Located at the northwest,Built-in,Electricity,Parking place,no
