header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan van de Mensenrechten 30,2552 NS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88947749-laan-van-de-mensenrechten-30/?navigateSource=resultlist,20220131_231619,"€ 275,000 kosten koper","€ 3,819    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 81.60 per month,Ground-floor apartment (apartment),Resale property,1980,Flat roof,Energie Prestatie Advies,Living area72 m²External storage space10 m²,72 m²,10 m²,238 m³,2 rooms (1 bedroom),1 story,Ground floor,Rolldown shutters and TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2012, in ownership)",Long-term lease,Paid until 30-09-2029,Alongside busy road,Yes,Yes,Yes (€ 81.60 per month),Yes,Yes,Yes,no
