header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rilland Bathstraat 164,3086 ST Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42669071-rilland-bathstraat-164/?navigateSource=resultlist,20220129_192911,"€ 180,000 kosten koper","€ 2,609    The asking price per m² (€ 180,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available immediately,€ 103.00 per month,Residential property with shared street entrance (apartment),Resale property,1958,Living area69 m²External storage space6 m²,69 m²,6 m²,200 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,C        What does this mean?,"Double glazing, insulated walls and floor insulation",CH boiler,CH boiler,Gas-fired combination boiler,Storage box,Yes,No,Yes (€ 103.00 per month),No,Yes,No,no
