header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Slangenburg 31,3334 ES Zwijndrecht        ,https://www.funda.nl/en/koop/zwijndrecht/huis-88034120-slangenburg-31/?navigateSource=resultlist,20220128_063928,"€ 349,500 kosten koper","€ 2,668    The asking price per m² (€ 349,500) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1975,Living area131 m²Exterior space attached to the building1 m²External storage space7 m²,131 m²,1 m²,7 m²,169 m²,455 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,C        What does this mean?,Double glazing,"CH boiler, fireplace and partial floor heating",CH boiler,"2012, in ownership",169 m²,Full ownership,Sheltered location and in residential district,Back garden and front garden,"70 m² (10,9 meter deep and 6,5 meter broad)",Located at the northeast accessible via the rear,Detached brick storage,no
