header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Maria Austriastraat 11,1087 CJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88972287-maria-austriastraat-11/?navigateSource=resultlist,20220130_180632,"€ 1,100,000 kosten koper","€ 4,564    The asking price per m² (€ 1,100,000) is calculated by dividing the asking price of the home by the living area (241 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2008,Double occupancy possible,Living area241 m²,241 m²,88 m²,795 m³,6 rooms (4 bedrooms),2 separate toilets,4 stories,Solar panels,A        What does this mean?,88 m²,Full ownership,Alongside water,Front garden,Roof terrace present,Parking garage,no
