header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Frans Halsstraat 10,2525 VZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88867600-frans-halsstraat-10/?navigateSource=resultlist,20220131_215738,"€ 220,000 kosten koper","€ 3,099    The asking price per m² (€ 220,000) is calculated by dividing the asking price of the home by the living area (71 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available immediately,€ 75.00 per month,Upstairs apartment (apartment with open entrance to street),Resale property,1903,Flat roof,Living area71 m²Exterior space attached to the building7 m²,71 m²,7 m²,313 m³,5 rooms,1 separate toilet,1 story,2nd floor,E            2.04What does this mean?,CH boiler,CH boiler,In ownership,Full ownership,In residential district,Balcony present,Paid parking and public parking,Yes,Yes,Yes (€ 75.00 per month),Yes,Yes,Yes,no
