header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Crynssenstraat 78 1,1058 XZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42537950-crynssenstraat-78-1/?navigateSource=resultlist,20220130_232639,"€ 365,000 kosten koper","€ 7,766    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (47 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 76.00 per month,Mezzanine (apartment),Resale property,1927,Living area47 m²Exterior space attached to the building2 m²,47 m²,2 m²,152 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,1st floor,"Mechanical ventilation, passive ventilation system and TV via cable",E        What does this mean?,Double glazing,CH boiler,Full ownership,"Alongside a quiet road, on navigable waterway and in residential district",Balcony present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 76.00 per month),Yes,Yes,Yes,no
