header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,CH boiler,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sibemaweg 35 F,6224 DA Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42677373-sibemaweg-35-f/?navigateSource=resultlist,20220128_141944,"€ 299,000 kosten koper","€ 3,934    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,Penthouse (apartment),Resale property,1995,Living area76 m²Exterior space attached to the building15 m²External storage space4 m²,76 m²,15 m²,4 m²,255 m³,5 rooms (2 bedrooms),1 bathroom,Bath and shower,1 story,6th floor,C        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,"ATAG (2012, to rent)",Full ownership,Built-in,Parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
