header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,error
Driekoningenhof 26,1483 XP De Rijp        ,https://www.funda.nl/en/koop/de-rijp/huis-42677420-driekoningenhof-26/?navigateSource=resultlist,20220129_200542,"€ 300,000 kosten koper","€ 2,542    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1972,Gable roof covered with roof tiles,Living area118 m²External storage space10 m²,118 m²,10 m²,135 m²,410 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Skylight and TV via cable,C        What does this mean?,Partly double glazed,CH boiler,CH boiler and gas water heater,"Nefit (gas-fired combination boiler from 2019, in ownership)",135 m²,In residential district,"Back garden, front garden and sun terrace",76 m² (10 meter deep and 6 meter broad),Located at the north accessible via the rear,Detached brick storage,Electricity,no
