header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Gerard Doustraat 24,5212 EJ Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-88042668-gerard-doustraat-24/?navigateSource=resultlist,20220201_113037,"€ 495,000 kosten koper","€ 4,342    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1947,Gable roof covered with roof tiles,Living area114 m²External storage space6 m²,114 m²,6 m²,143 m²,392 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and toilet,3 stories,"Skylight, optical fibre, mechanical ventilation, flue and TV via cable",B        What does this mean?,Mostly double glazed and floor insulation,"CH boiler, pellet burner and partial floor heating",CH boiler,"Nefit CW5 (gas-fired from 2018, in ownership)",143 m²,Full ownership,Back garden and front garden,"64 m² (10,78 meter deep and 5,91 meter broad)",Located at the west,Detached brick storage,Public parking and resident's parking permits,no
