header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Facilities,Dimensions,error
Schrepel 24,1648 GC De Goorn        ,https://www.funda.nl/en/koop/de-goorn/parkeergelegenheid-41303247-schrepel-24/?navigateSource=resultlist,20220129_020355,"€ 34,900 vrij op naam",6+ months,Available,Available in consultation,Garage,New property,Electrical door and electricity,"24 m² (7,35 meter deep and 2,97 meter broad)",no
