header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Ownership situation.1,Ownership situation.2,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zandberg 44,4761 TW Zevenbergen        ,https://www.funda.nl/en/koop/zevenbergen/appartement-88971199-zandberg-44/?navigateSource=resultlist,20220128_141001,"€ 350,000 kosten koper","€ 3,763    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2009,Living area93 m²Exterior space attached to the building16 m²External storage space5 m²,93 m²,16 m²,5 m²,305 m³,3 rooms (2 bedrooms),1 story,2nd floor,A        What does this mean?,Full ownership,Full ownership,Full ownership,Built-in,Electricity,Parking on private property and public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
