header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Facilities.1,Type of garage,error
C (Bouwnr. 3),2264 SG Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-42551875-c-bouwnr-3/?navigateSource=resultlist,20220130_150703,"€ 603,000 vrij op naam","€ 4,786    The asking price per m² (€ 603,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Ground-floor apartment (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area126 m²,126 m²,339 m³,3 rooms (2 bedrooms),1 separate toilet,11 stories,Ground floor,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,Heat pump,Geothermal heating,"Alongside park, alongside water, in residential district and unobstructed surrounding view",Sun terrace,"32 m² (7,43 meter deep and 4,25 meter broad)",Located at the northeast,Built-in,Electricity,Parking place,no
