header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Celebesstraat 56,2585 TM Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88968417-celebesstraat-56/?navigateSource=resultlist,20220131_204828,"€ 400,000 kosten koper","€ 4,878    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 25.00 per month,Ground-floor apartment (apartment),Resale property,Before 1906,Protected townscape or village view (permit needed for alterations),Combination roof,Living area82 m²,82 m²,341 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,Ground floor,F        What does this mean?,CH boiler,CH boiler,"Gas (gas-fired combination boiler, in ownership)",Full ownership,In residential district,Back garden,"66 m² (10 meter deep and 6,6 meter broad)",Located at the southeast,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 25.00 per month),Yes,Yes,No,no
