header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Ownership situation.1,Location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan Evertsenstraat 527 +PP,1061 XZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42656934-jan-evertsenstraat-527-pp/?navigateSource=resultlist,20220131_002759,"€ 520,000 kosten koper","€ 5,714    The asking price per m² (€ 520,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 127 per month,6 weeks,Sold under reservation,Available in consultation,€ 127.00 per month,Galleried apartment (apartment),Resale property,2008,Living area91 m²Exterior space attached to the building5 m²,91 m²,5 m²,295 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,4th floor,Not available,Double glazing and completely insulated,District heating,Long-term lease,Long-term lease,"Alongside busy road, alongside park and in residential district",No,No,No,No,No,No,no
