header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Leidsevaart 452,2014 HP Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42514003-leidsevaart-452/?navigateSource=resultlist,20220127_232154,"€ 495,000 kosten koper","€ 5,380    The asking price per m² (€ 495,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 75.00 per month,Ground-floor apartment,Resale property,1923,Combination roof covered with asphalt roofing and roof tiles,Bouwkundige keuring,Living area92 m²,92 m²,310 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2020, in ownership)",Full ownership,In residential district,Back garden,"23 m² (7,95 meter deep and 3 meter broad)",Located at the west,Public parking,Yes,Yes,Yes (€ 75.00 per month),Yes,No,Yes,no
