header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Hot water,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Elandstraat 1 C,2513 GL Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-87740199-elandstraat-1-c/?navigateSource=resultlist,20220127_202758,"€ 565,000 kosten koper","€ 4,956    The asking price per m² (€ 565,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available immediately,Upstairs apartment (double upstairs apartment),Resale property,1934,Living area114 m²Exterior space attached to the building23 m²External storage space1 m²,114 m²,23 m²,1 m²,453 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,2 stories,1st floor,Mechanical ventilation,C        What does this mean?,CH boiler,In center,Balcony present,No,No,No,No,No,No,no
