header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,CH boiler,Area,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Johan de Pourckstraat 25,4356 BD Oostkapelle        ,https://www.funda.nl/en/koop/oostkapelle/huis-42656550-johan-de-pourckstraat-25/?navigateSource=resultlist,20220130_160231,"€ 320,000 kosten koper","€ 2,560    The asking price per m² (€ 320,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1970,Gable roof covered with roof tiles,Living area125 m²External storage space12 m²,125 m²,12 m²,153 m²,370 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,"Skylight, mechanical ventilation, flue, TV via cable and solar panels",D        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,"Combi- cv.- installatie ( combination boiler from 2019, in ownership)",153 m²,Back garden and front garden,"72 m² (11 meter deep and 6,5 meter broad)",Located at the west accessible via the rear,Detached brick storage,Electricity,Public parking,no
