header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,error
Tip Maruggstraat (Bouwnr. hoekmaiso),1087 VR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41111984-tip-maruggstraat-bouwnr-hoekmaiso/?navigateSource=resultlist,20220130_180553,"€ 493,500 vrij op naam","€ 4,700    The asking price per m² (€ 493,500) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Maisonnette (double upstairs apartment),New property,2022,Flat roof covered with asphalt roofing and other,Woningborg garantiecertificaat,Living area105 m²,105 m²,310 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",2 stories,3rd floor,A        What does this mean?,Completely insulated,"District heating, complete floor heating and heat pump",District heating,Municipal long-term lease,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Built-in,Parking garage,no
