header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan 1940-1945 135,1222 NK Hilversum        ,https://www.funda.nl/en/koop/hilversum/appartement-42501675-laan-1940-1945-135/?navigateSource=resultlist,20220128_141019,"€ 250,000 kosten koper","€ 3,623    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Apartment with shared street entrance,Resale property,1957,Living area69 m²,69 m²,170 m³,3 rooms (2 bedrooms),1 story,D        What does this mean?,Yes,Yes,No,Yes,Yes,Yes,no
