header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Insulation,Dimensions,Plot size,Area,error
Slangenburg 10 08,5655 EZ Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/parkeergelegenheid-42696897-slangenburg-10-08/?navigateSource=resultlist,20220201_001942,"€ 25,000 kosten koper","January 29, 2022",Available,Available immediately,Garage,Resale property,No insulation,18 m²,18 m²,18 m²,no
