header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Planetenbaan 41,3721 KB Bilthoven        ,https://www.funda.nl/en/koop/bilthoven/appartement-88059697-planetenbaan-41/?navigateSource=resultlist,20220130_123119,"€ 325,000 kosten koper","€ 3,652    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,€ 147.69 per month,Upstairs apartment,Resale property,1958,Living area89 m²,89 m²,274 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,1st floor,E        What does this mean?,Double glazing and energy efficient window,CH boiler,CH boiler,"2013, in ownership",Full ownership,In residential district,Front garden,Built-in,Public parking,Yes,Yes,Yes (€ 147.69 per month),Yes,Yes,Yes,no
