header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Garden,Type of parking facilities,error
Vijfde Vogelstraat 6,1022 XD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88900749-vijfde-vogelstraat-6/?navigateSource=resultlist,20220130_194108,"€ 350,000 kosten koper","€ 7,778    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (45 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1919,Protected townscape or village view (permit needed for alterations),Energie Prestatie Advies,Living area45 m²,45 m²,181 m³,3 rooms (2 bedrooms),2 stories,Mechanical ventilation and flue,F        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",1 m²,Front garden,Resident's parking permits,no
