header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Tjalk 22 17,8232 MA Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88902262-tjalk-22-17/?navigateSource=resultlist,20220129_025256,"€ 300,000 kosten koper","€ 2,083    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (144 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1980,With carpets and curtains,Combination roof covered with slate,Living area144 m²External storage space6 m²,144 m²,6 m²,145 m²,395 m³,5 rooms (4 bedrooms),3 stories,"Skylight, optical fibre and TV via cable",A        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit HRc 24 (gas-fired combination boiler from 2009, to rent)",145 m²,Full ownership,"Alongside park, alongside a quiet road and in residential district",Back garden,Detached brick storage,Carport,Parking on private property,no
