header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Tartinistraat 38,5654 CW Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42422385-tartinistraat-38/?navigateSource=resultlist,20220201_005435,"€ 325,000 kosten koper","€ 2,462    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960,Living area132 m²Exterior space attached to the building4 m²External storage space9 m²,132 m²,4 m²,9 m²,152 m²,446 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,TV via cable,E        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2012, in ownership)",152 m²,Full ownership,Alongside a quiet road,Back garden and front garden,"70 m² (12 meter deep and 5,8 meter broad)",Located at the south,no
