header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Binnenkant 21 -BG,1011 BH Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42664640-binnenkant-21-bg/?navigateSource=resultlist,20220130_205137,"€ 3,000,000 kosten koper","€ 6,711    The asking price per m² (€ 3,000,000) is calculated by dividing the asking price of the home by the living area (447 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Double ground-floor apartment,Resale property,Before 1906,Listed building (national monument),Living area447 m²Exterior space attached to the building34 m²,447 m²,34 m²,"1,715 m³",12 rooms (6 bedrooms),1 bathroom and 2 separate toilets,Sauna,3 stories,1st floor,"Skylight, passive ventilation system, flue, sauna, TV via cable and swimming pool",Not required,"CH boiler, gas heater, possibility for fireplace and fireplace",CH boiler,Full ownership,Full ownership,"Alongside water, in center and unobstructed surrounding view",Roof terrace present,Yes,No,No,No,No,No,no
