header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Franselaan 148 A,3028 AH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42672842-franselaan-148-a/?navigateSource=resultlist,20220125_221745,"€ 225,000 kosten koper","€ 3,462    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1938,Gable roof covered with roof tiles,Living area65 m²Exterior space attached to the building2 m²,65 m²,2 m²,212 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,2nd floor,TV via cable,F        What does this mean?,Double glazing,Gas heater,Electrical boiler,Part of parcel,Full ownership,Balcony present,Resident's parking permits,No,No,No,No,No,No,no
