header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
Type J (Bouwnr. 55),3071 JM Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42650992-type-j-bouwnr-55/?navigateSource=resultlist,20220126_164116,"€ 721,500 vrij op naam","€ 6,681    The asking price per m² (€ 721,500) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,Living area108 m²,108 m²,390 m³,4 rooms (3 bedrooms),1 story,12th floor,A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,"Alongside water, in residential district and unobstructed surrounding view",Storage box,Parking garage,no
