header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Roostenlaan 100 e,5644 GH Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42698412-roostenlaan-100-e/?navigateSource=resultlist,20220201_004134,"€ 375,000 kosten koper","€ 2,841    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1929,Gable roof,Living area132 m²External storage space10 m²,132 m²,10 m²,152 m²,483 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,"Skylight, rolldown shutters, flue and TV via cable",F        What does this mean?,No insulation,Gas heaters,Gas water heater,152 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden and front garden,"58 m² (10,5 meter deep and 5,5 meter broad)",Located at the west accessible via the rear,Detached brick storage,Public parking,no
