header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Garden,Shed / storage,Type of parking facilities,error
Trompet 28,5231 DK Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/huis-42539149-trompet-28/?navigateSource=resultlist,20220201_110929,"€ 285,000 kosten koper","€ 2,375    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 295,000 kosten koper",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1972,Living area120 m²External storage space5 m²,120 m²,5 m²,173 m²,370 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Hipbath, shower and toilet",3 stories,C        What does this mean?,173 m²,Back garden and front garden,Detached brick storage,Public parking,no
