header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Balcony/roof garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Nico Bergsteijnweg 66,3931 CE Woudenberg        ,https://www.funda.nl/en/koop/woudenberg/huis-88901550-nico-bergsteijnweg-66/?navigateSource=resultlist,20220129_002239,"€ 500,000 kosten koper","€ 4,132    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (121 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1969,Gable roof covered with roof tiles,Living area121 m²Exterior space attached to the building6 m²External storage space32 m²,121 m²,6 m²,32 m²,207 m²,380 m³,6 rooms (5 bedrooms),1 separate toilet,3 stories,Optical fibre and solar panels,B        What does this mean?,"Double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired from 2018, in ownership",207 m²,Full ownership,Back garden and front garden,Balcony present,Detached brick garage,1 car,Electricity,Parking on private property and public parking,no
