header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Beukstraat 44,3581 XH Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88973270-beukstraat-44/?navigateSource=resultlist,20220131_151147,"€ 415,000 kosten koper","€ 6,014    The asking price per m² (€ 415,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1910,Mansard roof covered with roof tiles,Living area69 m²,69 m²,56 m²,294 m³,2 rooms (1 bedroom),1 bathroom and 2 separate toilets,Bath and shower,2 stories and a loft,D        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Bosch VRC (gas-fired combination boiler from 2007, in ownership)",56 m²,Full ownership,In residential district,Location,"Paid parking, public parking and resident's parking permits",no
