header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Donkere Spaarne 8,2011 JG Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42685683-donkere-spaarne-8/?navigateSource=resultlist,20220128_033113,"€ 425,000 kosten koper","€ 5,667    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Property alongside canal, row house",Resale property,1780,Monumental building,Gable roof covered with roof tiles,Living area75 m²Other space inside the building3 m²,75 m²,3 m²,38 m²,288 m³,7 rooms (3 bedrooms),1 separate toilet,3 stories and a basement,F        What does this mean?,CH boiler,CH boiler,"Intergas Kombi Kompakt (gas-fired combination boiler from 2015, lease)",38 m²,Full ownership,Alongside water and in center,Patio/atrium,"Paid parking, parking garage and resident's parking permits",no
