header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Hot water,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Keizersgracht 131 -E,1015 CJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42541190-keizersgracht-131-e/?navigateSource=resultlist,20220130_204945,"€ 900,000 kosten koper","€ 8,108    The asking price per m² (€ 900,000) is calculated by dividing the asking price of the home by the living area (111 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 365 per month,7 weeks,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1880,Living area111 m²,111 m²,500 m³,2 rooms (1 bedroom),2 bathrooms,Bath and shower,1 story,3rd floor,Not available,CH boiler,Full ownership,Yes,Yes,Yes,Yes,Yes,Yes,no
