header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Rhoonstraat 10,5035 AG Tilburg        ,https://www.funda.nl/en/koop/tilburg/huis-42680367-rhoonstraat-10/?navigateSource=resultlist,20220130_130219,"€ 299,000 kosten koper","€ 3,286    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1997,Living area91 m²External storage space19 m²,91 m²,19 m²,138 m²,310 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,A++        What does this mean?,District heating,District heating,138 m²,Full ownership,In residential district,Back garden and front garden,Detached wooden storage,Public parking,no
