header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Roostenlaan 258,5644 BS Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42697065-roostenlaan-258/?navigateSource=resultlist,20220201_003034,"€ 549,000 kosten koper","€ 3,542    The asking price per m² (€ 549,000) is calculated by dividing the asking price of the home by the living area (155 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1955,Gable roof covered with roof tiles,Living area155 m²Exterior space attached to the building24 m²External storage space24 m²,155 m²,24 m²,24 m²,270 m²,530 m³,6 rooms (4 bedrooms),1 separate toilet,2 stories and a attic,"Optical fibre, TV via cable and solar panels",C        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"ATAG HR (gas-fired combination boiler from 2019, in ownership)",270 m²,Full ownership,Alongside park and alongside a quiet road,Back garden,140 m² (20 meter deep and 7 meter broad),Located at the east accessible via the rear,Detached brick storage,Not yet present but possible,Public parking,no
