header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Type of parking facilities,error
Isaac Titsinghkade 165,1018 LL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42413899-isaac-titsinghkade-165/?navigateSource=resultlist,20220131_001015,"€ 761,250 vrij op naam","€ 8,553    The asking price per m² (€ 761,250) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Sold under reservation,Available in consultation,Double ground-floor apartment (apartment),New property,2020,Living area89 m²,89 m²,375 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,Mechanical ventilation and passive ventilation system,A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In center and in residential district,Sun terrace,Parking garage,no
