header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Back garden,Garden location,Type of garage,error
Hogerweide 49,6002 BW Weert        ,https://www.funda.nl/en/koop/weert/huis-88037669-hogerweide-49/?navigateSource=resultlist,20220128_065849,"€ 299,000 kosten koper","€ 2,600    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1977,Combination roof,Living area115 m²Other space inside the building8 m²,115 m²,8 m²,197 m²,450 m³,6 rooms (3 bedrooms),3 stories,D        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,Nefit HR Ecomline Excellent 2006,197 m²,Back garden and front garden,"74 m² (13,15 meter deep and 5,6 meter broad)",Located at the southeast accessible via the rear,Parking place,no
