header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Welnastraat 485,1096 GJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686923-welnastraat-485/?navigateSource=resultlist,20220130_122638,"€ 235,000 kosten koper","€ 8,393    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (28 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 45 per month,"January 19, 2022",Under offer,Available in consultation,Upstairs apartment (apartment),Resale property,2014,Living area28 m²,28 m²,90 m³,1 room,1 bathroom,Toilet,1 story,5th floor,Elevator and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-09-2061),€ 2.039 per year,In residential district,French balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
