header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Heistraat 6 a,5701 HN Helmond        ,https://www.funda.nl/en/koop/helmond/appartement-41323691-heistraat-6-a/?navigateSource=resultlist,20220127_234613,"€ 379,000 kosten koper","€ 2,477    The asking price per m² (€ 379,000) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 395,000 kosten koper",6+ months,Available,Available in consultation,Upstairs apartment,Resale property,1930,Living area153 m²Other space inside the building190 m²External storage space52 m²,153 m²,190 m²,52 m²,"1,284 m³",6 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories,A++        What does this mean?,No,No,No,No,No,No,no
