header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Front garden,Garden location,Shed / storage,Insulation.1,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
B1 (Bouwnr. 1),7961 Ruinerwold        ,https://www.funda.nl/en/koop/ruinerwold/appartement-41933780-b1-bouwnr-1/?navigateSource=resultlist,20220130_115112,"€ 290,000 vrij op naam","€ 3,494    The asking price per m² (€ 290,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 166 per month,6+ months,Under option,Available in consultation,Apartment with shared street entrance (corridor apartment),New property,2021,Mansard roof covered with cane,Living area83 m²External storage space5 m²,83 m²,5 m²,222 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Mechanical ventilation and solar panels,A        What does this mean?,Completely insulated,Heat pump,Central facility,In center,Front garden,"35 m² (2,53 meter deep and 13,7 meter broad)",Located at the north,Built-in,Completely insulated,Underground parking,Yes,Yes,Yes,Yes,Yes,Yes,no
